ID,TITLE,LINK,ADDRESS,SALARY,EXPERIENCE,LEVEL,LOCATION,JOB_NAME
769,Nhân Viên Tư Vấn Khóa Học Tiếng Anh ,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-khoa-hoc-tieng-anh-tp-hcm-100178579.html,"126/4 Nguyễn Ảnh Thủ, xã Trung Chánh, Tân Xuân, Hooc Môn",7 - 12 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýKinh doanh
770,Nhân Viên Văn Phòng,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-tp-hcm-100170090.html,"33A/4/27 Đường số 12, Khu Phố 2, Phường Hiệp Bình Phước, Quận Thủ Đức, TP Hồ Chí Minh",5 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngKinh doanh
771,Nhân Viên Hỗ Trợ Bán Hàng Qua Điện Thoại (Telesale Support) - Tân Bình,https://timviecnhanh.com/tuyen-nhan-vien-ho-tro-ban-hang-qua-dien-thoai-telesale-support-tan-binh-tp-hcm-100162741.html,"Tầng G, Tòa Nhà Phụ Nữ, 20 Nguyễn Đăng Giai, Phường Thảo Điền, Quận 2, TP.HCM",7 - 10 triệu,Chưa có kinh nghiệm,Trung học,TP.HCM,Ngân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lýChăm sóc khách hàng
772,Nhân Viên Hành Chính - Nhân Sự,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-nhan-su-tp-hcm-100173460.html,"569 - 571 Lũy Bán Bích, phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,2 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýLuật/Pháp lý
773,Kế Toán Tổng Hợp Tại Quận 7 (Đi Làm Ngay),https://timviecnhanh.com/tuyen-ke-toan-tong-hop-tai-quan-7-di-lam-ngay-tp-hcm-100167884.html,"Lô O3, Khu Phước Kiển, Đường Lê Văn Lương, Phước Kiển, Nhà Bè. (gần ngã tư Nguyễn Hữu Thọ – Nguyễn Văn Linh Quận 7). Bản đồ hướng dẫn: https://goo.gl/maps/GK5fYPxbhNE2",12 - 15 triệu,2 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýMỹ phẩm/Thời trang/Trang sức
774,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100168633.html,"C1594 Nguyễn Hoàng, An Phú, Quận 2, Hồ Chí Minh",8 - 12 triệu,2 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýDu lịch/Nhà hàng/Khách sạn
775,Nhân Viên Tư Vấn Bán Hàng Tại Cửa Hàng,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-ban-hang-tai-cua-hang-tp-hcm-100171661.html,"60 Cù Lao Phường 2, Quận Phú Nhuận",8 - 10 triệu,1 năm,Không yêu cầu,TP.HCM,Bán hàngHành chính/Thư ký/Trợ lýChăm sóc khách hàng
776,Nhân Viên Hành Chính - Văn Phòng (Làm Tại Hồ Chí Minh),https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-van-phong-lam-tai-ho-chi-minh-tp-hcm-100169240.html,"Tầng 7, P701, số 101 Láng Hạ, Đống Đa/47 Điện Biên Phủ, P. Đa Kao, Q.1, HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngKinh doanh
777,Nhân Viên Admin Kiêm Hành Chính Nhân Sự - Nhận Việc Ngay,https://timviecnhanh.com/tuyen-nhan-vien-admin-kiem-hanh-chinh-nhan-su-nhan-viec-ngay-tp-hcm-100165358.html,"A3.0419, Tầng 04, Tòa A3, Tòa nhà The Gold View (Cao Ốc Hòa Bình), 346 Bến Vân Đồn, Phường 01",7 - 10 triệu,1 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýQuảng cáo/Marketing/PR
778,Nhân Viên Dịch Vụ Khách Hàng,https://timviecnhanh.com/tuyen-nhan-vien-dich-vu-khach-hang-tp-hcm-100186327.html,"122 Nguyễn Minh Hoàng, P. 12, Q. Tân Bình, Tp. HCM (Khu K300 Cộng Hòa).",7 - 10 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Bán hàngChăm sóc khách hàngHành chính/Thư ký/Trợ lý
779,Nhân Viên Booker,https://timviecnhanh.com/tuyen-nhan-vien-booker-tp-hcm-100171529.html,"56/12/2 Linh Đông, KP. 7, P. Linh Đông, Q. Thủ Đức, TP.HCM",7 - 10 triệu,1 năm,Trung học,TP.HCM,Du lịch/Nhà hàng/Khách sạnChăm sóc khách hàngHành chính/Thư ký/Trợ lý
780,"Nhân Viên Telesales / Kinh Doanh (Thu Nhập 30 Triệu + Trợ Cấp Nhân Viên Mới, Thiết Bị Làm Việc)",https://timviecnhanh.com/tuyen-nhan-vien-telesales-kinh-doanh-thu-nhap-30-trieu-tro-cap-nhan-vien-moi-thiet-bi-lam-viec-tp-hcm-100168176.html,"Tầng 4, Tòa nhà Scetpa, 19A Cộng Hòa, P.12, Q. Tân Bình, TP. Hồ Chí Minh",20 - 30 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
781,Nhân Viên Văn Phòng - Kho,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-kho-tp-hcm-100185583.html,"Số 12, Đường DC 7, P. Sơn Kỳ, Q. Tân Phú, Tp. HCM",12 - 15 triệu,1 năm,Trung cấp,TP.HCM,Kho vận/Vật tư/Thu muaHành chính/Thư ký/Trợ lýSản xuất/Vận hành sản xuất
782,Trưởng Phòng Hành Chính - Nhân Sự,https://timviecnhanh.com/tuyen-truong-phong-hanh-chinh-nhan-su-tp-hcm-100171388.html,"B40 Khu quy hoạch K34, Trần Thiện Chánh, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",20 - 40 triệu,3 năm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýNhân sựQuản lý điều hành
783,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100165684.html,"4426 Nguyễn Cửu Phú, Khu phố 4, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",9 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
784,Chuyên Viên Hành Chính-Nhân Sự,https://timviecnhanh.com/tuyen-chuyen-vien-hanh-chinh-nhan-su-tp-hcm-100170462.html,"311 Đ. A, Phường Bình Khánh, Quận 2, Thành phố Hồ Chí Minh",7 - 10 triệu,2 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
785,Nhân Viên Kế Toán Bán Hàng Tại Gò Vấp - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-ban-hang-tai-go-vap-di-lam-ngay-tp-hcm-100181671.html,"168/33 Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",8 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Kho vận/Vật tư/Thu muaBán hàngHành chính/Thư ký/Trợ lý
786,Chuyên Viên Kế Toán,https://timviecnhanh.com/tuyen-chuyen-vien-ke-toan-tp-hcm-100169209.html,"203 Võ Văn Ngân, Phường Linh Chiểu,  Thủ Đức, Thành phố Hồ Chí Minh",7 - 10 triệu,1 năm,Cao đẳng,TP.HCMBình Dương,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýGiáo dục/Đào tạo/Thư viện
787,Kế Toán Tổng Hợp (Nhận Thực Tập Sinh),https://timviecnhanh.com/tuyen-ke-toan-tong-hop-nhan-thuc-tap-sinh-tp-hcm-100183600.html,"Số 10 Phổ Quang, - Phường 2 - Quận Tân Bình - TP Hồ Chí Minh.",12 - 15 triệu,3 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
788,Trợ Lý Kinh Doanh,https://timviecnhanh.com/tuyen-tro-ly-kinh-doanh-tp-hcm-100181222.html,"Số 2, Đường Trương Định, Phường 06, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",8 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýDu lịch/Nhà hàng/Khách sạnSinh viên/Mới tốt nghiệp/Thực tập
789,Nhân Viên Điều Phối Quận 12,https://timviecnhanh.com/tuyen-nhan-vien-dieu-phoi-quan-12-tp-hcm-100171714.html,383/23/14 Quang Trung - Phường 10 - Quận Gò Vấp - TP Hồ Chí Minh.,7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýTài chính/Kế toán/Kiểm toánKho vận/Vật tư/Thu mua
790,Nhân Viên Hành Chính,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-tp-hcm-100173061.html,"Level 26, Saigon Trade Center, 37 Ton Duc Thang Street, District 1, HCMC",7 - 10 triệu,1 năm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýPG/PB/Lễ tân
791,Nhân Viên Nhập Xử Lý Đơn Hàng,https://timviecnhanh.com/tuyen-nhan-vien-nhap-xu-ly-don-hang-tp-hcm-100170869.html,"6/10 Đồ Sơn, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
792,Nhân Viên Văn Phòng - Chăm Sóc Khách Hàng (Thu Nhập Từ 10Tr/Tháng),https://timviecnhanh.com/tuyen-nhan-vien-van-phong-cham-soc-khach-hang-thu-nhap-tu-10tr-thang-tp-hcm-100165691.html,"38A, LÊ VĂN HUÂN, P.13, Q. TÂN BÌNH, TP. HCM",12 - 15 triệu ( + Hoa hồng từ 1% đến 3%),Dưới 1 năm,Không yêu cầu,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngNgân hàng/Chứng khoán/Đầu tư
793,Nhân Viên Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tong-hop-tp-hcm-100176520.html,"307/17 Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình, Hồ Chí Minh",15 - 25 triệu,5 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýQuản lý điều hành
794,Nhân Viên Kinh Doanh (Làm Hồ Sơ Thầu),https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-lam-ho-so-thau-tp-hcm-100174069.html,466/40 Tân Kỳ Tân Quý - P. Sơn Kỳ - Q.Tân Phú,10 - 16 triệu,2 năm,Cao đẳng,TP.HCM,Điện/Điện tử/Điện lạnhKinh doanhHành chính/Thư ký/Trợ lý
795,Nhân Viên Sales Admin (Hỗ Trợ Kinh Doanh),https://timviecnhanh.com/tuyen-nhan-vien-sales-admin-ho-tro-kinh-doanh-tp-hcm-100165694.html,"668/51 Quốc Lộ 13, P. Hiệp Bình Phước, Thành Phố Thủ Đức, Tp. HCM",7 - 10 triệu,2 năm,Không yêu cầu,TP.HCMBình Dương,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngKinh doanh
796,Nhân Viên Kế Toán (Ưu tiên mới ra trường) - Làm Tại Phú Nhuận,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-uu-tien-moi-ra-truong-lam-tai-phu-nhuan-tp-hcm-100170160.html,"247/8B Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, TP. HCM",7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánSinh viên/Mới tốt nghiệp/Thực tậpHành chính/Thư ký/Trợ lý
797,Nhân Viên Văn Phòng - Làm Việc Quận 7,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-lam-viec-quan-7-tp-hcm-100182903.html,"Đường Số 8, KCX Tân Thuận, Quận 7, TP.HCM",8 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Kho vận/Vật tư/Thu muaHành chính/Thư ký/Trợ lýBiên dịch/Phiên dịch
798,Nhân Viên Kinh Doanh,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-tp-hcm-100174153.html,"Lô E, cụm CN Hòang Gia Long An, ấp Mới II, Xã Mỹ Hạnh Nam, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",10 - 12 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
799,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100172655.html,"Số 8-10 Đường số 2, KDC Bông Sao, P5, Q8, Tp Hồ Chí Minh",12 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
800,Nhân Viên Tổ Chức - Hành Chính - Quản Trị,https://timviecnhanh.com/tuyen-nhan-vien-to-chuc-hanh-chinh-quan-tri-tp-hcm-100179180.html,"Số 15 ,Đường Trần Văn Trà, Khu Đô Thị mới Nam Thành phố, Phường Tân Phú, Quận 7, TP. Hồ Chí Minh",7 - 10 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýGiáo dục/Đào tạo/Thư việnLuật/Pháp lý
801,Nhân Viên Tư Vấn Tài Chính Tại Văn Phòng,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tai-chinh-tai-van-phong-tp-hcm-100166995.html,"62 Vũ Tông Phan, Phường An Phú, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",20 - 25 triệu,Chưa có kinh nghiệm,Không yêu cầu,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
802,NV Tư Vấn Tài Chính Làm Việc Văn Phòng (Tại Tân Bình),https://timviecnhanh.com/tuyen-nv-tu-van-tai-chinh-lam-viec-van-phong-tai-tan-binh-tp-hcm-100165360.html,"Tòa nhà Trung tâm Thương mại Sài Gòn, Số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh, Việt Nam",8 - 15 triệu,Không yêu cầu kinh nghiệm,Trung học,TP.HCM,Ngân hàng/Chứng khoán/Đầu tưChăm sóc khách hàngHành chính/Thư ký/Trợ lý
803,Thủ Kho,https://timviecnhanh.com/tuyen-thu-kho-tp-hcm-100178912.html,"12/4E Thới Tây 1, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM",10 - 12 triệu,1 năm,Trung cấp,TP.HCM,Kho vận/Vật tư/Thu muaTài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
804,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100166472.html,"43 Lam Sơn,P. 2, Q. Tân Bình, TP. HCM",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
805,Kế Toán Công Nợ,https://timviecnhanh.com/tuyen-ke-toan-cong-no-tp-hcm-100181056.html,"số 1338 Đường 31B, Phường An Phú ,Quận 2,TP. Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNhân sự
806,Thư Ký Kinh Doanh (Sales Admin),https://timviecnhanh.com/tuyen-thu-ky-kinh-doanh-sales-admin-tp-hcm-100167206.html,"L9.3 KDC Cityland,  Số 6 Đường Số 11, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh.",9 - 12 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýKinh doanhChăm sóc khách hàng
807,Kế Toán Tổng Hợp - Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-di-lam-ngay-tp-hcm-100170988.html,"426 Lũy Bán Bích, P Hòa Thạnh, Quận Tân Phú, TP HCM",10 - 12 triệu,3 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
808,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100173434.html,"11 Ngô Quyền, Phường 6, Quận 10, Hồ Chí Minh",7 - 10 triệu,Chưa có kinh nghiệm,Không yêu cầu,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
809,Nhân Viên Văn Phòng (Chăm Sóc Khách Hàng),https://timviecnhanh.com/tuyen-nhan-vien-van-phong-cham-soc-khach-hang-tp-hcm-100170777.html,"Số 15 Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Thành Phố Hồ Chí Minh",8 - 15 triệu,1 năm,Trung cấp,TP.HCM,Chăm sóc khách hàngGiáo dục/Đào tạo/Thư việnHành chính/Thư ký/Trợ lý
810,Trưởng Nhóm Tuyển Dụng,https://timviecnhanh.com/tuyen-truong-nhom-tuyen-dung-tp-hcm-100164871.html,"Tầng 4, Tòa nhà Scetpa, 19A Cộng Hòa, P.12, Q. Tân Bình, TP. Hồ Chí Minh",15 - 20 triệu,3 năm,Cao đẳng,TP.HCM,Nhân sự
811,Nhân Viên Nhân Sự - Tuyển Dụng,https://timviecnhanh.com/tuyen-nhan-vien-nhan-su-tuyen-dung-tp-hcm-100180893.html,"Số 4, Hàn Thuyên, phường Bình Thọ, Thủ Đức, HCM",8 - 13 triệu,1 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýNgoại ngữ
812,Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-long-an-100172143.html,"Số 1599, Ấp Nhơn Hòa 1, Xã Đức Hòa Thượng, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",7 - 10 triệu,2 năm,Đại học,Long AnTP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
813,Nhân Viên Hành Chính Nhân Sự,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-nhan-su-tp-hcm-100170161.html,"243/38D đường Liên Khu 4-5, khu phố 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",10 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
814,Kế Toán Bán Hàng (Sale Admin),https://timviecnhanh.com/tuyen-ke-toan-ban-hang-sale-admin-tp-hcm-100178767.html,"Lô 54 đường số 2, KCN Tân Tạo, P Tân Tạo A, Q Bình Tân, TP HCM",8 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánBán hàngHành chính/Thư ký/Trợ lý
815,Nhân Viên Tư Vấn - Chăm Sóc Khách Hàng (Làm Xoay Ca),https://timviecnhanh.com/tuyen-nhan-vien-tu-van-cham-soc-khach-hang-lam-xoay-ca-tp-hcm-100164219.html,"160-162 Lê Hồng Phong, Phường 03, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",15 - 20 triệu,Chưa có kinh nghiệm,Trung học,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýPG/PB/Lễ tân
816,Nhân Viên Kế Toán - Củ Chi,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-cu-chi-tp-hcm-100173187.html,"140 Bà Thiên, Ấp Bàu Trăn, Xã Nhuận Đức, Huyện Củ Chi, HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýBiên dịch/Phiên dịch
817,"Nhân Viên Kế Toán (Quận 2, HCM)",https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-quan-2-hcm-tp-hcm-100165111.html,"33 Đường số 4, An Phú, Quận 2, Thành phố Hồ Chí Minh",7 - 8 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
818,Chuyên Viên Tuyển Dụng,https://timviecnhanh.com/tuyen-chuyen-vien-tuyen-dung-tp-hcm-100163899.html,"292 Hùng Vương, Phường 15, Quận 5, Thành phố Hồ Chí Minh",12 - 15 triệu,3 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
819,Nhân Viên Kế Toán Tổng Hợp - Bình Chánh,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tong-hop-binh-chanh-tp-hcm-100178682.html,2c32 ấp 2 xã phạm văn hai huyện bình chánh,8 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
820,Kế Toán Công Trình,https://timviecnhanh.com/tuyen-ke-toan-cong-trinh-tp-hcm-100177620.html,"14A Đường số 1, Ấp Bàu Sim, Xã Tân Thông Hội, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýXây dựng
821,"Nhân Viên Tư Vấn Môi Trường, An Toàn Lao Động (Telesales) - Đi Làm Ngay",https://timviecnhanh.com/tuyen-nhan-vien-tu-van-moi-truong-an-toan-lao-dong-telesales-di-lam-ngay-tp-hcm-100177901.html,"76 Lê Thị Hồng, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh",10 - 12 triệu,1 năm,Không yêu cầu,TP.HCMBình Dương,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngMôi trường/Xử lý chất thải
822,Trưởng Nhóm Tuyển Dụng (Chuyên Viên Tuyển Dụng),https://timviecnhanh.com/tuyen-truong-nhom-tuyen-dung-chuyen-vien-tuyen-dung-tp-hcm-100170477.html,"253 Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận",10 - 12 triệu,1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýLuật/Pháp lýNhân sự
823,Nhân Viên Sale Admin (Ngành Thuỷ Sản),https://timviecnhanh.com/tuyen-nhan-vien-sale-admin-nganh-thuy-san-tp-hcm-100173628.html,"43 Lam Sơn,P. 2, Q. Tân Bình, TP. HCM",8 - 10 triệu,1 năm,Trung cấp,TP.HCM,Kinh doanhHành chính/Thư ký/Trợ lýChăm sóc khách hàng
824,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100172862.html,"139 Phó Cơ Điều, Phường 6, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýBán hàng
825,Nhân Viên Kế Toán- Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-di-lam-ngay-tp-hcm-100178847.html,"105 Đường Chu Văn An, Phường 2, Quận 6, Hồ Chí Minh",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
826,Nhân Viên Tạo Đơn Hàng Trên Hệ Thống (Thời Trang),https://timviecnhanh.com/tuyen-nhan-vien-tao-don-hang-tren-he-thong-thoi-trang-tp-hcm-100167364.html,61/40/19A đường số 59 phường 14 quận Gò Vấp,10 - 12 triệu,Dưới 1 năm,Trung học,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngSinh viên/Mới tốt nghiệp/Thực tập
827,Kế Toán Bán Hàng,https://timviecnhanh.com/tuyen-ke-toan-ban-hang-tp-hcm-100170955.html,"134/95 Đường TCH18, Khu phố 2, P. Tân Chánh Hiệp, P.12, TP. Hồ Chí Minh",10 - 12 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánBán hàngHành chính/Thư ký/Trợ lý
828,Nhân Viên Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-noi-bo-tp-hcm-100187520.html,"76 Phú Thọ, Phường 2, Quận 11, Thành phố Hồ Chí Minh",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
829,Kế Toán Doanh Thu,https://timviecnhanh.com/tuyen-ke-toan-doanh-thu-tp-hcm-100171306.html,"181-183-185 LÝ TỰ TRỌNG, PHƯỜNG BẾN THÀNH, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánDu lịch/Nhà hàng/Khách sạnHành chính/Thư ký/Trợ lý
830,Nhân Viên Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tong-hop-tp-hcm-100173930.html,"267A Phạm Văn Cội, tổ 6, ấp Phú Hiệp, xã Phú Hòa Đông, huyện Củ Chi, TP.HCM",8 - 20 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSản xuất/Vận hành sản xuất
831,Kế Toán Nội Bộ Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-di-lam-ngay-tp-hcm-100180486.html,"334 Tô Hiến Thành, P14, Q10",8 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánDu lịch/Nhà hàng/Khách sạnHành chính/Thư ký/Trợ lý
832,Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-tp-hcm-100170224.html,"Gần Nguyễn Văn Linh- Phạm Hùng, HCM",10 - 15 triệu,3 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
833,Nhân Viên Theo Dõi Đơn Hàng Tại Bến Cát- Bình Dương - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-theo-doi-don-hang-tai-ben-cat-binh-duong-di-lam-ngay-binh-duong-100180529.html,"Số 16, đường D9, khu dân cư Chánh Nghĩa, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",9 - 12 triệu,1 năm,Cao đẳng,Bình DươngTP.HCM,Bán hàngHành chính/Thư ký/Trợ lýKinh doanh
834,"Kế Toán Tổng Hợp (Hóc Môn, Củ Chi)",https://timviecnhanh.com/tuyen-ke-toan-tong-hop-hoc-mon-cu-chi-tp-hcm-100184647.html,254/98/1 âu cơ - Phường 9 - Quận Tân Bình - TP Hồ Chí Minh.,12 - 14 triệu,2 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
835,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100185345.html,"17A đường số 8, KP4, P. Hiệp Bình Phước, TP.Thủ Đức, Tp.HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
